A,B,C,D,isolate,uniprod_id
cct:CC1_07540,CDS,788076..789959,"L,D-transpeptidase catalytic domain./Putative cell wall binding repeat.",T02584,
cct:CC1_07550,CDS,789984..791921,FOG: Glucan-binding domain (YG repeat),T02584,
cct:CC1_07560,CDS,792053..793018,Glycosyltransferases involved in cell wall biogenesis,T02584,
cct:CC1_07570,CDS,complement(793084..795579),Ricin-type beta-trefoil lectin domain.,T02584,
cct:CC1_07580,CDS,795770..797440,FOG: Glucan-binding domain (YG repeat),T02584,
cct:CC1_07590,CDS,797517..798356,"Zn-dependent hydrolases, including glyoxylases",T02584,
cct:CC1_07600,CDS,798508..798633,hypothetical protein,T02584,
cct:CC1_07610,CDS,798633..799520,cation diffusion facilitator family transporter,T02584,
cct:CC1_07620,CDS,799937..800878,"phosphate ABC transporter substrate-binding protein, PhoT family (TC 3.A.1.7.1)",T02584,
cct:CC1_07630,CDS,800949..801803,"phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)",T02584,
cct:CC1_07640,CDS,801803..802687,"phosphate ABC transporter membrane protein 2, PhoT family (TC 3.A.1.7.1)",T02584,
cct:CC1_07650,CDS,802709..803461,"phosphate ABC transporter ATP-binding protein, PhoT family (TC 3.A.1.7.1)",T02584,
cct:CC1_07660,CDS,803461..804117,"phosphate uptake regulator, PhoU",T02584,
cct:CC1_07670,CDS,804101..804421,hypothetical protein,T02584,
cct:CC1_07680,CDS,804595..804747,hypothetical protein,T02584,
cct:CC1_07690,CDS,805029..807545,"Lyzozyme M1 (1,4-beta-N-acetylmuramidase)",T02584,
cct:CC1_07710,CDS,807918..809294,Uncharacterized FAD-dependent dehydrogenases,T02584,
cct:CC1_07720,CDS,complement(809275..809598),Predicted branched-chain amino acid permeases (azaleucine resistance),T02584,
cct:CC1_07730,CDS,complement(809598..810293),Predicted branched-chain amino acid permease (azaleucine resistance),T02584,
cct:CC1_07740,CDS,810483..811631,Predicted ATPase of the PP-loop superfamily implicated in cell cycle control,T02584,
cct:CC1_07750,CDS,811643..812239,Lysophospholipase L1 and related esterases,T02584,
cct:CC1_07760,CDS,complement(812315..812974),butyryl-CoA:acetoacetate CoA-transferase beta subunit,T02584,
cct:CC1_07770,CDS,complement(812974..813540),Enoyl-CoA hydratase/carnithine racemase,T02584,
cct:CC1_07790,CDS,814931..815611,"ABC-type metal ion transport system, permease component",T02584,
cct:CC1_07800,CDS,815645..816565,"ABC-type metal ion transport system, periplasmic component/surface antigen",T02584,
cct:CC1_07810,CDS,816798..818165,FAD/FMN-containing dehydrogenases,T02584,
cct:CC1_07820,CDS,818181..819347,Aspartate/tyrosine/aromatic aminotransferase,T02584,
cct:CC1_07840,CDS,complement(820086..820289),Predicted transcriptional regulators,T02584,
cct:CC1_07850,CDS,complement(820291..820698),hypothetical protein,T02584,
cct:CC1_07860,CDS,821173..822549,"putative efflux protein, MATE family",T02584,
cct:CC1_07870,CDS,822766..823308,hypothetical protein,T02584,
cct:CC1_07880,CDS,823386..824408,Uncharacterized conserved protein,T02584,
cct:CC1_07890,CDS,complement(824641..826050),"Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains",T02584,
cct:CC1_07900,CDS,826274..827587,"citrate transporter, CitMHS family",T02584,
cct:CC1_07910,CDS,827642..828991,Protein of unknown function (DUF1446).,T02584,
cct:CC1_07920,CDS,828999..829298,hypothetical protein,T02584,
cct:CC1_07940,CDS,complement(830241..830438),Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_07950,CDS,830618..831316,"ABC-type antimicrobial peptide transport system, ATPase component",T02584,
cct:CC1_07960,CDS,831329..833650,"ABC-type transport system, involved in lipoprotein release, permease component",T02584,
cct:CC1_07970,CDS,833666..835831,X-X-X-Leu-X-X-Gly heptad repeats,T02584,
cct:CC1_07980,CDS,complement(835837..836499),cAMP-binding proteins-catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,T02584,
cct:CC1_07990,CDS,836585..838183,hydroxylamine reductase,T02584,
cct:CC1_08000,CDS,838510..839895,"carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)",T02584,
cct:CC1_08020,CDS,840889..841725,"carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)",T02584,
cct:CC1_08060,CDS,844594..845988,amino acid carrier protein,T02584,
cct:CC1_08070,CDS,complement(846104..847342),Sugar phosphate permease,T02584,
cct:CC1_08080,CDS,complement(847368..848180),Response regulator containing CheY-like receiver and SARP domains,T02584,
cct:CC1_08090,CDS,complement(848184..850028),Putative regulator of cell autolysis,T02584,
cct:CC1_08100,CDS,850227..851462,Imidazolonepropionase and related amidohydrolases,T02584,
cct:CC1_08110,CDS,851476..852744,Sugar phosphate permease,T02584,
cct:CC1_08120,CDS,853019..853474,Transcriptional regulators,T02584,
cct:CC1_08130,CDS,853555..854616,hypothetical protein,T02584,
cct:CC1_08140,CDS,complement(854853..856190),Na+-driven multidrug efflux pump,T02584,
cct:CC1_08150,CDS,856334..857161,Predicted transcriptional regulators,T02584,
cct:CC1_08160,CDS,857217..858272,Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,T02584,
cct:CC1_08170,CDS,858273..858356,hypothetical protein,T02584,
cct:CC1_08180,CDS,858466..859008,Rubrerythrin,T02584,
cct:CC1_08190,CDS,859283..860140,Uncharacterized conserved protein,T02584,
cct:CC1_08200,CDS,860228..860818,Nitroreductase,T02584,
cct:CC1_08210,CDS,860960..861097,Predicted transcriptional regulators,T02584,
cct:CC1_08220,CDS,861309..862001,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,T02584,
cct:CC1_08230,CDS,861998..863029,Signal transduction histidine kinase,T02584,
cct:CC1_08240,CDS,863251..863916,"ABC-type antimicrobial peptide transport system, ATPase component",T02584,
cct:CC1_08250,CDS,863931..866423,"ABC-type transport system, involved in lipoprotein release, permease component",T02584,
cct:CC1_08260,CDS,complement(866680..867720),hypothetical protein,T02584,
cct:CC1_08270,CDS,867925..867996,hypothetical protein,T02584,
cct:CC1_08280,CDS,868023..868247,hypothetical protein,T02584,
cct:CC1_08290,CDS,868395..868598,hypothetical protein,T02584,
cct:CC1_08300,CDS,868885..869202,hypothetical protein,T02584,
cct:CC1_08310,CDS,869364..870677,plasmid mobilization system relaxase,T02584,
cct:CC1_08340,CDS,872961..873146,hypothetical protein,T02584,
cct:CC1_08360,CDS,874949..875722,hypothetical protein,T02584,
cct:CC1_08370,CDS,875971..876504,death-on-curing family protein,T02584,
cct:CC1_08380,CDS,876593..876913,Predicted pyrophosphatase,T02584,
cct:CC1_08390,CDS,877027..878067,Threonine dehydrogenase and related Zn-dependent dehydrogenases,T02584,
cct:CC1_08400,CDS,878162..879310,isoaspartyl dipeptidase IadA,T02584,
cct:CC1_08410,CDS,879451..879528,hypothetical protein,T02584,
cct:CC1_08420,CDS,879651..880562,"ABC-type multidrug transport system, ATPase component",T02584,
cct:CC1_08430,CDS,880562..881461,ABC-2 type transporter.,T02584,
cct:CC1_08440,CDS,881518..881583,hypothetical protein,T02584,
cct:CC1_08450,CDS,881593..882132,"transcriptional regulator, TetR family",T02584,
cct:CC1_08460,CDS,882269..883042,Acetyltransferase (GNAT) family.,T02584,
cct:CC1_08480,CDS,883273..883521,hypothetical protein,T02584,
cct:CC1_08490,CDS,883527..883910,Lactoylglutathione lyase and related lyases,T02584,
cct:CC1_08500,CDS,883944..884258,Regulator of competence-specific genes,T02584,
cct:CC1_08510,CDS,884369..885622,Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen,T02584,
cct:CC1_08520,CDS,886100..886462,Helix-turn-helix.,T02584,
cct:CC1_08530,CDS,886456..888021,DNA-methyltransferase (dcm),T02584,
cct:CC1_08540,CDS,888282..888515,hypothetical protein,T02584,
cct:CC1_08550,CDS,888535..889887,hypothetical protein,T02584,
cct:CC1_08560,CDS,complement(890350..890490),hypothetical protein,T02584,
cct:CC1_08570,CDS,complement(890725..891072),hypothetical protein,T02584,
cct:CC1_08580,CDS,891238..892059,hypothetical protein,T02584,
cct:CC1_08590,CDS,892360..892515,"Cation transporter/ATPase, N-terminus.",T02584,
cct:CC1_08610,CDS,895373..895903,Replication initiator protein A (RepA) N-terminus.,T02584,
cct:CC1_08620,CDS,895900..895944,hypothetical protein,T02584,
cct:CC1_08630,CDS,896005..896715,phage DNA replication protein (predicted replicative helicase loader),T02584,
cct:CC1_08640,CDS,896712..896921,Excisionase from transposon Tn916.,T02584,
cct:CC1_08650,CDS,897057..898325,Site-specific recombinase XerD,T02584,
cct:CC1_08670,CDS,899776..900225,hypothetical protein,T02584,
cct:CC1_08680,CDS,900736..901104,hypothetical protein,T02584,
cct:CC1_08690,CDS,901170..901952,Domain of unknown function (DUF955).,T02584,
cct:CC1_08700,CDS,901949..902791,hypothetical protein,T02584,
cct:CC1_08710,CDS,902990..903868,Transcriptional regulator,T02584,
cct:CC1_08720,CDS,903994..904266,hypothetical protein,T02584,
cct:CC1_08730,CDS,complement(904574..904810),Helix-turn-helix.,T02584,
cct:CC1_08740,CDS,904940..905332,hypothetical protein,T02584,
cct:CC1_08760,CDS,905989..906801,plasmid segregation actin-type ATPase ParM,T02584,
cct:CC1_08770,CDS,906798..907088,plasmid segregation centromere-binding protein ParR,T02584,
cct:CC1_08780,CDS,907243..907833,hypothetical protein,T02584,
cct:CC1_08800,CDS,909202..910158,Putative amidoligase enzyme.,T02584,
cct:CC1_08810,CDS,910171..910653,AIG2-like family.,T02584,
cct:CC1_08820,CDS,910728..915092,Cna protein B-type domain.,T02584,
cct:CC1_08830,CDS,915181..916341,methionine adenosyltransferase,T02584,
cct:CC1_08840,CDS,916341..917318,hypothetical protein,T02584,
cct:CC1_08850,CDS,917325..918071,hypothetical protein,T02584,
cct:CC1_08860,CDS,918092..918895,DNA modification methylase,T02584,
cct:CC1_08870,CDS,918977..919300,hypothetical protein,T02584,
cct:CC1_08880,CDS,919439..919615,hypothetical protein,T02584,
cct:CC1_08890,CDS,919594..919902,"Bacterial mobilisation protein (MobC)./Ribbon-helix-helix protein, copG family.",T02584,
cct:CC1_08900,CDS,919909..921198,Relaxase/Mobilisation nuclease domain.,T02584,
cct:CC1_08910,CDS,921201..922007,hypothetical protein,T02584,
cct:CC1_08920,CDS,922007..922987,hypothetical protein,T02584,
cct:CC1_08930,CDS,923071..923382,hypothetical protein,T02584,
cct:CC1_08980,CDS,926765..927196,hypothetical protein,T02584,
cct:CC1_08990,CDS,927200..927640,hypothetical protein,T02584,
cct:CC1_09010,CDS,929963..930313,hypothetical protein,T02584,
cct:CC1_09020,CDS,930343..932034,CHAP domain.,T02584,
cct:CC1_09030,CDS,932205..934466,Domain of unknown function (DUF1906)./Putative peptidoglycan binding domain.,T02584,
cct:CC1_09040,CDS,934547..935107,hypothetical protein,T02584,
cct:CC1_09050,CDS,935511..936224,Response regulator of the LytR/AlgR family,T02584,
cct:CC1_09060,CDS,936221..937423,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase.",T02584,
cct:CC1_09070,CDS,937687..947220,Rhs family protein,T02584,
cct:CC1_09080,CDS,947297..947719,hypothetical protein,T02584,
cct:CC1_09090,CDS,947772..948458,hypothetical protein,T02584,
cct:CC1_09110,CDS,949269..949634,Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_09130,CDS,950824..951303,hypothetical protein,T02584,
cct:CC1_09140,CDS,951305..952123,Mn-dependent transcriptional regulator,T02584,
cct:CC1_09150,CDS,952113..952979,hypothetical protein,T02584,
cct:CC1_09160,CDS,953323..953796,hypothetical protein,T02584,
cct:CC1_09200,CDS,960929..962104,"heme ABC transporter, heme-binding protein isdE",T02584,
cct:CC1_09210,CDS,962119..963192,"ABC-type Fe3+-siderophore transport system, permease component",T02584,
cct:CC1_09220,CDS,963182..964036,"ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components",T02584,
cct:CC1_09230,CDS,964105..964515,Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_09240,CDS,964520..964870,Nitrous oxide-stimulated promoter.,T02584,
cct:CC1_09250,CDS,964878..966617,"ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components",T02584,
cct:CC1_09260,CDS,966617..968359,"ABC-type multidrug transport system, ATPase and permease components",T02584,
cct:CC1_09270,CDS,968408..968815,Mn-dependent transcriptional regulator,T02584,
cct:CC1_09280,CDS,968897..969595,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,T02584,
cct:CC1_09290,CDS,969910..970344,"Bacterial regulatory proteins, luxR family.",T02584,
cct:CC1_09300,CDS,970862..972829,Rad3-related DNA helicases,T02584,
cct:CC1_09310,CDS,972985..974109,Site-specific recombinase XerD,T02584,
cct:CC1_09330,CDS,975858..977357,Site-specific recombinase XerD,T02584,
cct:CC1_09340,CDS,977332..977715,hypothetical protein,T02584,
cct:CC1_09350,CDS,977856..978599,hypothetical protein,T02584,
cct:CC1_09370,CDS,978934..979455,Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit,T02584,
cct:CC1_09380,CDS,979728..980336,hypothetical protein,T02584,
cct:CC1_09390,CDS,complement(980391..980642),Helix-turn-helix.,T02584,
cct:CC1_09400,CDS,980775..981125,hypothetical protein,T02584,
cct:CC1_09410,CDS,981242..982012,hypothetical protein,T02584,
cct:CC1_09420,CDS,982026..982805,hypothetical protein,T02584,
cct:CC1_09430,CDS,983159..983971,plasmid segregation actin-type ATPase ParM,T02584,
cct:CC1_09450,CDS,984471..985043,hypothetical protein,T02584,
cct:CC1_09480,CDS,987462..993806,Cna protein B-type domain.,T02584,
cct:CC1_09500,CDS,994302..995117,Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_09520,CDS,996512..997483,hypothetical protein,T02584,
cct:CC1_09540,CDS,998328..999140,DNA modification methylase,T02584,
cct:CC1_09550,CDS,999145..999612,hypothetical protein,T02584,
cct:CC1_09560,CDS,999754..1000131,hypothetical protein,T02584,
cct:CC1_09570,CDS,1000139..1000219,hypothetical protein,T02584,
cct:CC1_09580,CDS,1000258..1000566,"Bacterial mobilisation protein (MobC)./Ribbon-helix-helix protein, copG family.",T02584,
cct:CC1_09590,CDS,1000570..1001868,Relaxase/Mobilisation nuclease domain.,T02584,
cct:CC1_09600,CDS,1001874..1002713,hypothetical protein,T02584,
cct:CC1_09610,CDS,1002717..1003655,hypothetical protein,T02584,
cct:CC1_09620,CDS,1003752..1004066,hypothetical protein,T02584,
cct:CC1_09630,CDS,1004097..1004348,hypothetical protein,T02584,
cct:CC1_09640,CDS,1004462..1006105,"Type IV secretory pathway, VirD4 components",T02584,
cct:CC1_09650,CDS,1006120..1006479,hypothetical protein,T02584,
cct:CC1_09670,CDS,1007406..1007843,hypothetical protein,T02584,
cct:CC1_09680,CDS,1007852..1008286,hypothetical protein,T02584,
cct:CC1_09690,CDS,1008273..1010609,Domain of unknown function DUF87.,T02584,
cct:CC1_09700,CDS,1010641..1012617,CHAP domain.,T02584,
cct:CC1_09710,CDS,complement(1012757..1013113),Predicted transcriptional regulators,T02584,
cct:CC1_09720,CDS,complement(1013373..1014341),"transcriptional regulator, AraC family",T02584,
cct:CC1_09730,CDS,1014528..1015139,conserved hypothetical integral membrane protein TIGR02185,T02584,
cct:CC1_09740,CDS,1015136..1015861,Cobalt transport protein.,T02584,
cct:CC1_09760,CDS,1017334..1019097,"ABC-type multidrug transport system, ATPase and permease components",T02584,
cct:CC1_09770,CDS,1019090..1020799,"ABC-type multidrug transport system, ATPase and permease components",T02584,
cct:CC1_09790,CDS,1021846..1022340,hypothetical protein,T02584,
cct:CC1_09800,CDS,1022865..1023590,hypothetical protein,T02584,
cct:CC1_09810,CDS,1023612..1025588,Rad3-related DNA helicases,T02584,
cct:CC1_09820,CDS,1025758..1026876,Site-specific recombinase XerD,T02584,
cct:CC1_09830,CDS,1026889..1028640,Site-specific recombinase XerD,T02584,
cct:CC1_09840,CDS,1028633..1030150,Phage integrase family.,T02584,
cct:CC1_09850,CDS,1030116..1030499,hypothetical protein,T02584,
cct:CC1_09860,CDS,1030786..1031208,"Uncharacterized conserved protein, contains double-stranded beta-helix domain",T02584,
cct:CC1_09870,CDS,1031233..1031571,Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit,T02584,
cct:CC1_09880,CDS,1031622..1031780,hypothetical protein,T02584,
cct:CC1_09890,CDS,1031783..1031947,hypothetical protein,T02584,
cct:CC1_09900,CDS,1032001..1032585,hypothetical protein,T02584,
cct:CC1_09910,CDS,1032588..1033130,Multimeric flavodoxin WrbA,T02584,
cct:CC1_09920,CDS,1033334..1033438,Single-strand binding protein family.,T02584,
cct:CC1_09930,CDS,1033610..1033822,hypothetical protein,T02584,
cct:CC1_09940,CDS,1033826..1034281,Peroxiredoxin,T02584,
cct:CC1_09950,CDS,1034281..1035033,Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_09960,CDS,1035405..1035563,Rubredoxin,T02584,
cct:CC1_09970,CDS,1035790..1035990,Thioredoxin domain-containing protein,T02584,
cct:CC1_09980,CDS,1035998..1036627,hypothetical protein,T02584,
cct:CC1_09990,CDS,1036719..1037678,hypothetical protein,T02584,
cct:CC1_10000,CDS,1037663..1037863,hypothetical protein,T02584,
cct:CC1_10020,CDS,1038529..1038861,Predicted pyrophosphatase,T02584,
cct:CC1_10030,CDS,1038861..1040678,Uncharacterized conserved protein,T02584,
cct:CC1_10040,CDS,1041468..1041950,hypothetical protein,T02584,
cct:CC1_10060,CDS,1042908..1043393,Protein-tyrosine-phosphatase,T02584,
cct:CC1_10080,CDS,1043964..1045415,Predicted dehydrogenase,T02584,
cct:CC1_10090,CDS,1045427..1046689,Thioredoxin reductase,T02584,
cct:CC1_10100,CDS,1046693..1047058,Uncharacterized protein with conserved CXXC pairs,T02584,
cct:CC1_10110,CDS,1047274..1047747,"RNA polymerase sigma factor, sigma-70 family",T02584,
cct:CC1_10120,CDS,1047747..1048982,hypothetical protein,T02584,
cct:CC1_10140,CDS,1049537..1050103,Glycerol-3-phosphate responsive antiterminator (mRNA-binding),T02584,
cct:CC1_10150,CDS,1050130..1050762,"Fructose-2,6-bisphosphatase",T02584,
cct:CC1_10160,CDS,1050770..1051183,Predicted membrane protein,T02584,
cct:CC1_T_34550,tRNA,1051302..1051384,CC1_T_34550,T02584,
cct:CC1_10180,CDS,1051763..1054327,YhgE/Pip N-terminal domain/YhgE/Pip C-terminal domain,T02584,
cct:CC1_10190,CDS,1054327..1056507,YhgE/Pip N-terminal domain/YhgE/Pip C-terminal domain,T02584,
